target_id	length	eff_length	est_counts	tpm
MF872149.1	1515	1344.2	0	0
MF872148.1	1617	1446.2	0	0
MF872147.1	1610	1439.2	1273.97	2187.5
MF872146.1	1610	1439.2	0	0
MF872145.1	1626	1455.2	0	0
MF872144.1	1637	1466.2	0.00383591	0.00646524
MF872143.1	1621	1450.2	0	0
MF872142.1	1635	1464.2	0.0097578	0.0164688
MF872141.1	1639	1468.2	0.00150986	0.00254133
MF872140.1	1643	1472.2	0.000234816	0.000394157
MF872139.1	1619	1448.2	0	0
MF872138.1	1628	1457.2	0	0
MF872137.1	1621	1450.2	0	0
MF872136.1	1633	1462.2	0	0
MF872135.1	1623	1452.2	0	0
MF872134.1	1551	1380.2	9.7011	17.3695
MF872133.1	1504	1333.2	0	0
MF872132.1	1592	1421.2	246.83	429.193
MF872131.1	1573	1402.2	0	0
MF872130.1	1540	1369.2	256.498	462.942
MF872129.1	1553	1382.2	0	0
MF872128.1	1397	1226.2	10.0108	20.1752
MF872127.1	1584	1413.2	0	0
MF872126.1	1540	1369.2	8.30831e-07	1.49953e-06
MF872125.1	1504	1333.2	68.3089	126.617
KU559379.1	1666	1495.2	0	0
KU559377.1	1663	1492.2	0	0
KU559376.1	1633	1462.2	0	0
KU559375.1	1685	1514.2	0	0
KU559374.1	1613	1442.2	0	0
KU559373.1	1614	1443.2	0	0
KU559372.1	1633	1462.2	0	0
KU559371.1	1633	1462.2	0	0
KU559378.1	1731	1560.2	18.5982	29.4578
FR875362.2	1685	1514.2	0	0
FR875360.2	1685	1514.2	0	0
FR875359.2	1685	1514.2	0	0
FR875356.2	1693	1522.2	142.865	231.934
FR875355.2	1693	1522.2	142.865	231.934
FR875352.2	1670	1499.2	0	0
FR875335.2	1670	1499.2	0	0
FR875331.2	1670	1499.2	0	0
FR875314.2	1670	1499.2	0	0
FR875311.2	1670	1499.2	0	0
FR875308.2	1670	1499.2	0	0
JN121408.1	1452	1281.2	0	0
JN121407.1	1451	1280.2	0	0
JN121406.1	1452	1281.2	0	0
JN121405.1	1407	1236.2	0	0
JN121404.1	1452	1281.2	0	0
FR875361.1	795	624.2	4461.39	17662.6
FR875358.1	853	682.2	2.84259	10.297
FR875357.1	516	345.2	136542	977475
FR875354.1	1451	1280.2	0	0
FR875353.1	1451	1280.2	0	0
FR875351.1	1452	1281.2	0	0
FR875350.1	1451	1280.2	0	0
FR875349.1	1451	1280.2	0	0
FR875348.1	1407	1236.2	0	0
FR875347.1	1451	1280.2	0	0
FR875346.1	1451	1280.2	0	0
FR875345.1	1451	1280.2	0	0
FR875344.1	1451	1280.2	0	0
FR875343.1	1451	1280.2	0	0
FR875342.1	1407	1236.2	0	0
FR875341.1	1451	1280.2	0	0
FR875340.1	1451	1280.2	0	0
FR875339.1	1408	1237.2	0	0
FR875338.1	1451	1280.2	0	0
FR875337.1	1451	1280.2	0	0
FR875336.1	1451	1280.2	0	0
FR875334.1	1449	1278.2	0	0
FR875333.1	1451	1280.2	0	0
FR875332.1	1451	1280.2	0	0
FR875330.1	1451	1280.2	0	0
FR875329.1	1451	1280.2	0	0
FR875328.1	1451	1280.2	0	0
FR875327.1	1408	1237.2	0	0
FR875326.1	1450	1279.2	0	0
FR875325.1	1450	1279.2	0	0
FR875324.1	1438	1267.2	0	0
FR875323.1	1450	1279.2	0	0
FR875322.1	1451	1280.2	0	0
FR875321.1	1451	1280.2	0	0
FR875320.1	1409	1238.2	0	0
FR875319.1	1451	1280.2	0	0
FR875318.1	1407	1236.2	0	0
FR875317.1	1451	1280.2	0	0
FR875316.1	1409	1238.2	0	0
FR875315.1	1451	1280.2	0	0
FR875313.1	1386	1215.2	0	0
FR875312.1	1302	1131.2	356.887	779.652
FR875310.1	1409	1238.2	0	0
FR875309.1	1409	1238.2	0	0
FR875307.1	1451	1280.2	0	0
FR875306.1	1451	1280.2	0	0
AB022105.1	1621	1450.2	0	0
MF134826.1	1054	883.2	0.706729	1.97744
MF992087.1	514	343.2	0	0
HM581932.1	1089	918.2	12.819	34.5004
FJ536742.1	993	822.2	60.1704	180.848
AB290459.1	1647	1476.2	0	0
AB290458.1	1635	1464.2	0	0
AB290457.1	1648	1477.2	0	0
AB290456.1	1677	1506.2	0	0
AB290455.1	1677	1506.2	0	0
AB290454.1	1644	1473.2	35.7274	59.9307
AB246795.1	1680	1509.2	0	0
AB246794.1	1680	1509.2	0	0
AB220158.1	1730	1559.2	23.9886	38.02
AB095092.1	1719	1548.2	0	0
AF348522.1	1585	1414.2	3.59057	6.27425
EU728657.1	704	533.2	1.50142	6.95857
EU728656.1	704	533.2	1.50142	6.95857
