target_id	length	eff_length	est_counts	tpm
MF872149.1	1515	1516	0	0
MF872148.1	1617	1618	0.0045445	8.42981
MF872147.1	1610	1611	0	0
MF872146.1	1610	1611	0.00925326	17.2389
MF872145.1	1626	1627	0	0
MF872144.1	1637	1638	0	0
MF872143.1	1621	1622	0.00303127	5.60897
MF872142.1	1635	1636	0	0
MF872141.1	1639	1640	0	0
MF872140.1	1643	1644	0	0
MF872139.1	1619	1620	0.00371109	6.87536
MF872138.1	1628	1629	0.00149591	2.7561
MF872137.1	1621	1622	0.00303127	5.60897
MF872136.1	1633	1634	0.000904955	1.6622
MF872135.1	1623	1624	0.0024766	4.57698
MF872134.1	1551	1552	0	0
MF872133.1	1504	1505	0	0
MF872132.1	1592	1593	2.16234	4073.98
MF872131.1	1573	1574	0	0
MF872130.1	1540	1541	13.4999	26292.9
MF872129.1	1553	1554	6.34356e-08	0.000122516
MF872128.1	1397	1398	2.17332	4665.8
MF872127.1	1584	1585	0	0
MF872126.1	1540	1541	0	0
MF872125.1	1504	1505	0	0
KU559379.1	1666	1667	0	0
KU559377.1	1663	1664	0	0
KU559376.1	1633	1634	0	0
KU559375.1	1685	1686	0	0
KU559374.1	1613	1614	0	0
KU559373.1	1614	1615	0	0
KU559372.1	1633	1634	0	0
KU559371.1	1633	1634	0	0
KU559378.1	1731	1732	2.28312	3956.31
FR875362.2	1685	1686	0	0
FR875360.2	1685	1686	0	0
FR875359.2	1685	1686	0	0
FR875356.2	1693	1694	0	0
FR875355.2	1693	1694	0	0
FR875352.2	1670	1671	0	0
FR875335.2	1670	1671	0	0
FR875331.2	1670	1671	0	0
FR875314.2	1670	1671	0	0
FR875311.2	1670	1671	0	0
FR875308.2	1670	1671	0	0
JN121408.1	1452	1453	4.13631e-06	0.00854393
JN121407.1	1451	1452	4.63073e-06	0.00957177
JN121406.1	1452	1453	4.13631e-06	0.00854393
JN121405.1	1407	1408	0.000720011	1.53478
JN121404.1	1452	1453	4.13631e-06	0.00854393
FR875361.1	795	796	1.20593	4546.95
FR875358.1	853	854	0	0
FR875357.1	516	517	63.0413	365969
FR875354.1	1451	1452	4.63073e-06	0.00957177
FR875353.1	1451	1452	4.63073e-06	0.00957177
FR875351.1	1452	1453	4.13631e-06	0.00854393
FR875350.1	1451	1452	4.63073e-06	0.00957177
FR875349.1	1451	1452	4.63073e-06	0.00957177
FR875348.1	1407	1408	0.000720011	1.53478
FR875347.1	1451	1452	4.63073e-06	0.00957177
FR875346.1	1451	1452	4.63073e-06	0.00957177
FR875345.1	1451	1452	4.63073e-06	0.00957177
FR875344.1	1451	1452	4.63073e-06	0.00957177
FR875343.1	1451	1452	4.63073e-06	0.00957177
FR875342.1	1407	1408	0.000720011	1.53478
FR875341.1	1451	1452	4.63073e-06	0.00957177
FR875340.1	1451	1452	4.63073e-06	0.00957177
FR875339.1	1408	1409	0.000640872	1.36512
FR875338.1	1451	1452	4.63073e-06	0.00957177
FR875337.1	1451	1452	4.63073e-06	0.00957177
FR875336.1	1451	1452	4.63073e-06	0.00957177
FR875334.1	1449	1450	5.80526e-06	0.0120161
FR875333.1	1451	1452	4.63073e-06	0.00957177
FR875332.1	1451	1452	4.63073e-06	0.00957177
FR875330.1	1451	1452	4.63073e-06	0.00957177
FR875329.1	1451	1452	4.63073e-06	0.00957177
FR875328.1	1451	1452	4.63073e-06	0.00957177
FR875327.1	1408	1409	0.000640872	1.36512
FR875326.1	1450	1451	5.18464e-06	0.0107241
FR875325.1	1450	1451	5.18464e-06	0.0107241
FR875324.1	1438	1439	2.02397e-05	0.0422137
FR875323.1	1450	1451	5.18464e-06	0.0107241
FR875322.1	1451	1452	4.63073e-06	0.00957177
FR875321.1	1451	1452	4.63073e-06	0.00957177
FR875320.1	1409	1410	0.000570479	1.21431
FR875319.1	1451	1452	4.63073e-06	0.00957177
FR875318.1	1407	1408	0.000720011	1.53478
FR875317.1	1451	1452	4.63073e-06	0.00957177
FR875316.1	1409	1410	0.000570479	1.21431
FR875315.1	1451	1452	4.63073e-06	0.00957177
FR875313.1	1386	1387	0	0
FR875312.1	1302	1303	238.391	549105
FR875310.1	1409	1410	0.000570479	1.21431
FR875309.1	1409	1410	0.000570479	1.21431
FR875307.1	1451	1452	4.63073e-06	0.00957177
FR875306.1	1451	1452	4.63073e-06	0.00957177
AB022105.1	1621	1622	0	0
MF134826.1	1054	1055	6.15297	17504.2
MF992087.1	514	515	0	0
HM581932.1	1089	1090	0	0
FJ536742.1	993	994	0	0
AB290459.1	1647	1648	0.000223348	0.406756
AB290458.1	1635	1636	0.000740461	1.3584
AB290457.1	1648	1649	0	0
AB290456.1	1677	1678	0	0
AB290455.1	1677	1678	0	0
AB290454.1	1644	1645	13.0539	23816.8
AB246795.1	1680	1681	8.64686e-06	0.0154383
AB246794.1	1680	1681	8.64686e-06	0.0154383
AB220158.1	1730	1731	0	0
AB095092.1	1719	1720	0	0
AF348522.1	1585	1586	0	0
EU728657.1	704	705	0	0
EU728656.1	704	705	0	0
