target_id	length	eff_length	est_counts	tpm
MF872149.1	1515	1516	0	0
MF872148.1	1617	1618	0	0
MF872147.1	1610	1611	434.094	252361
MF872146.1	1610	1611	0	0
MF872145.1	1626	1627	0	0
MF872144.1	1637	1638	0.00417662	2.38806
MF872143.1	1621	1622	0	0
MF872142.1	1635	1636	0.00976317	5.5891
MF872141.1	1639	1640	0.00178859	1.02141
MF872140.1	1643	1644	0.000329021	0.187437
MF872139.1	1619	1620	0	0
MF872138.1	1628	1629	0	0
MF872137.1	1621	1622	0	0
MF872136.1	1633	1634	0	0
MF872135.1	1623	1624	0	0
MF872134.1	1551	1552	0	0
MF872133.1	1504	1505	0	0
MF872132.1	1592	1593	418.586	246095
MF872131.1	1573	1574	0.00330611	1.9672
MF872130.1	1540	1541	97.7999	59438.8
MF872129.1	1553	1554	23.9414	14428.9
MF872128.1	1397	1398	23.2988	15608.5
MF872127.1	1584	1585	2.61375e-05	0.0154443
MF872126.1	1540	1541	8.59824e-06	0.00522566
MF872125.1	1504	1505	117.321	73008.6
KU559379.1	1666	1667	2.10738e-08	1.18397e-05
KU559377.1	1663	1664	0	0
KU559376.1	1633	1634	0	0
KU559375.1	1685	1686	0	0
KU559374.1	1613	1614	7.48351	4342.46
KU559373.1	1614	1615	1.07112	621.156
KU559372.1	1633	1634	0	0
KU559371.1	1633	1634	0.000315914	0.181072
KU559378.1	1731	1732	6.2701	3390.48
FR875362.2	1685	1686	0	0
FR875360.2	1685	1686	0	0
FR875359.2	1685	1686	0	0
FR875356.2	1693	1694	0.596063	329.544
FR875355.2	1693	1694	0.596063	329.544
FR875352.2	1670	1671	0	0
FR875335.2	1670	1671	0	0
FR875331.2	1670	1671	0	0
FR875314.2	1670	1671	0	0
FR875311.2	1670	1671	0	0
FR875308.2	1670	1671	0	0
JN121408.1	1452	1453	0	0
JN121407.1	1451	1452	0	0
JN121406.1	1452	1453	0	0
JN121405.1	1407	1408	0	0
JN121404.1	1452	1453	0	0
FR875361.1	795	796	0	0
FR875358.1	853	854	6.35022	6964.1
FR875357.1	516	517	4.70294	8519.48
FR875354.1	1451	1452	0	0
FR875353.1	1451	1452	0	0
FR875351.1	1452	1453	0	0
FR875350.1	1451	1452	0	0
FR875349.1	1451	1452	0	0
FR875348.1	1407	1408	0	0
FR875347.1	1451	1452	0	0
FR875346.1	1451	1452	0	0
FR875345.1	1451	1452	0	0
FR875344.1	1451	1452	0	0
FR875343.1	1451	1452	0	0
FR875342.1	1407	1408	0	0
FR875341.1	1451	1452	0	0
FR875340.1	1451	1452	0	0
FR875339.1	1408	1409	0	0
FR875338.1	1451	1452	0	0
FR875337.1	1451	1452	0	0
FR875336.1	1451	1452	0	0
FR875334.1	1449	1450	0	0
FR875333.1	1451	1452	0	0
FR875332.1	1451	1452	0	0
FR875330.1	1451	1452	0	0
FR875329.1	1451	1452	0	0
FR875328.1	1451	1452	0	0
FR875327.1	1408	1409	0	0
FR875326.1	1450	1451	0	0
FR875325.1	1450	1451	0	0
FR875324.1	1438	1439	0	0
FR875323.1	1450	1451	0	0
FR875322.1	1451	1452	0	0
FR875321.1	1451	1452	0	0
FR875320.1	1409	1410	0	0
FR875319.1	1451	1452	0	0
FR875318.1	1407	1408	0	0
FR875317.1	1451	1452	0	0
FR875316.1	1409	1410	0	0
FR875315.1	1451	1452	0	0
FR875313.1	1386	1387	0	0
FR875312.1	1302	1303	179.37	128926
FR875310.1	1409	1410	0	0
FR875309.1	1409	1410	0	0
FR875307.1	1451	1452	0	0
FR875306.1	1451	1452	0	0
AB022105.1	1621	1622	0	0
MF134826.1	1054	1055	93.2567	82786.9
MF992087.1	514	515	0	0
HM581932.1	1089	1090	1.08848	935.254
FJ536742.1	993	994	2.43415	2293.48
AB290459.1	1647	1648	0.448112	254.662
AB290458.1	1635	1636	71.9868	41210.1
AB290457.1	1648	1649	0	0
AB290456.1	1677	1678	0	0
AB290455.1	1677	1678	0	0
AB290454.1	1644	1645	79.9796	45535.2
AB246795.1	1680	1681	0	0
AB246794.1	1680	1681	0	0
AB220158.1	1730	1731	23.3055	12609.4
AB095092.1	1719	1720	0	0
AF348522.1	1585	1586	0	0
EU728657.1	704	705	0	0
EU728656.1	704	705	0	0
