target_id	length	eff_length	est_counts	tpm
MF872149.1	1515	1069	0	0
MF872148.1	1617	1171	0	0
MF872147.1	1610	1164	0	0
MF872146.1	1610	1164	0	0
MF872145.1	1626	1180	0	0
MF872144.1	1637	1191	0	0
MF872143.1	1621	1175	0	0
MF872142.1	1635	1189	0	0
MF872141.1	1639	1193	0	0
MF872140.1	1643	1197	0	0
MF872139.1	1619	1173	0	0
MF872138.1	1628	1182	0	0
MF872137.1	1621	1175	0	0
MF872136.1	1633	1187	0	0
MF872135.1	1623	1177	0	0
MF872134.1	1551	1105	14.9247	85.6439
MF872133.1	1504	1058	36.0604	216.121
MF872132.1	1592	1146	161.04	891.049
MF872131.1	1573	1127	0.00970849	0.0546235
MF872130.1	1540	1094	21.7011	125.781
MF872129.1	1553	1107	5.59418	32.0435
MF872128.1	1397	951	10.2757	68.5147
MF872127.1	1584	1138	0.000308773	0.00172047
MF872126.1	1540	1094	1.6313e-05	9.45512e-05
MF872125.1	1504	1058	2.35109	14.0908
KU559379.1	1666	1220	0	0
KU559377.1	1663	1217	0	0
KU559376.1	1633	1187	0	0
KU559375.1	1685	1239	14.6619	75.0362
KU559374.1	1613	1167	37.7796	205.276
KU559373.1	1614	1168	0	0
KU559372.1	1633	1187	0	0
KU559371.1	1633	1187	2.0719	11.068
KU559378.1	1731	1285	3.29269	16.248
FR875362.2	1685	1239	0	0
FR875360.2	1685	1239	1.1743	6.0098
FR875359.2	1685	1239	0	0
FR875356.2	1693	1247	0	0
FR875355.2	1693	1247	0	0
FR875352.2	1670	1224	0	0
FR875335.2	1670	1224	0	0
FR875331.2	1670	1224	0	0
FR875314.2	1670	1224	0	0
FR875311.2	1670	1224	0	0
FR875308.2	1670	1224	0	0
JN121408.1	1452	1006	0	0
JN121407.1	1451	1005	0	0
JN121406.1	1452	1006	0	0
JN121405.1	1407	961	0	0
JN121404.1	1452	1006	0	0
FR875361.1	795	349	2.32888	42.313
FR875358.1	853	407	0	0
FR875357.1	516	70	75.1149	6804.24
FR875354.1	1451	1005	0	0
FR875353.1	1451	1005	0	0
FR875351.1	1452	1006	0	0
FR875350.1	1451	1005	0	0
FR875349.1	1451	1005	0	0
FR875348.1	1407	961	0	0
FR875347.1	1451	1005	0	0
FR875346.1	1451	1005	0	0
FR875345.1	1451	1005	0	0
FR875344.1	1451	1005	0	0
FR875343.1	1451	1005	0	0
FR875342.1	1407	961	0	0
FR875341.1	1451	1005	0	0
FR875340.1	1451	1005	0	0
FR875339.1	1408	962	0	0
FR875338.1	1451	1005	0	0
FR875337.1	1451	1005	0	0
FR875336.1	1451	1005	0	0
FR875334.1	1449	1003	0	0
FR875333.1	1451	1005	0	0
FR875332.1	1451	1005	0	0
FR875330.1	1451	1005	0	0
FR875329.1	1451	1005	0	0
FR875328.1	1451	1005	0	0
FR875327.1	1408	962	0	0
FR875326.1	1450	1004	0	0
FR875325.1	1450	1004	0	0
FR875324.1	1438	992	0	0
FR875323.1	1450	1004	0	0
FR875322.1	1451	1005	0	0
FR875321.1	1451	1005	0	0
FR875320.1	1409	963	0	0
FR875319.1	1451	1005	0	0
FR875318.1	1407	961	0	0
FR875317.1	1451	1005	0	0
FR875316.1	1409	963	0	0
FR875315.1	1451	1005	0	0
FR875313.1	1386	940	476.602	3214.99
FR875312.1	1302	856	133366	987921
FR875310.1	1409	963	0	0
FR875309.1	1409	963	0	0
FR875307.1	1451	1005	0	0
FR875306.1	1451	1005	0	0
AB022105.1	1621	1175	0	0
MF134826.1	1054	608	3.14591	32.8091
MF992087.1	514	68	0	0
HM581932.1	1089	643	0	0
FJ536742.1	993	547	0	0
AB290459.1	1647	1201	1.0287	5.4312
AB290458.1	1635	1189	36.3493	193.85
AB290457.1	1648	1202	0	0
AB290456.1	1677	1231	0	0
AB290455.1	1677	1231	0	0
AB290454.1	1644	1198	1.07265	5.67745
AB246795.1	1680	1234	0	0
AB246794.1	1680	1234	0	0
AB220158.1	1730	1284	6.58588	32.5237
AB095092.1	1719	1273	0	0
AF348522.1	1585	1139	0	0
EU728657.1	704	258	0	0
EU728656.1	704	258	0	0
