target_id	length	eff_length	est_counts	tpm
MF872149.1	1515	1213	0	0
MF872148.1	1617	1315	0	0
MF872147.1	1610	1308	456.148	1134.6
MF872146.1	1610	1308	0	0
MF872145.1	1626	1324	0	0
MF872144.1	1637	1335	0.00415859	0.0101346
MF872143.1	1621	1319	0	0
MF872142.1	1635	1333	0.00974495	0.0237844
MF872141.1	1639	1337	0.00177691	0.00432391
MF872140.1	1643	1341	0.000325656	0.000790083
MF872139.1	1619	1317	0	0
MF872138.1	1628	1326	0	0
MF872137.1	1621	1319	0	0
MF872136.1	1633	1331	0	0
MF872135.1	1623	1321	0	0
MF872134.1	1551	1249	0	0
MF872133.1	1504	1202	15.5735	42.1526
MF872132.1	1592	1290	11.121	28.0476
MF872131.1	1573	1271	0	0
MF872130.1	1540	1238	143.028	375.873
MF872129.1	1553	1251	0	0
MF872128.1	1397	1095	0	0
MF872127.1	1584	1282	0	0
MF872126.1	1540	1238	5.60638e-07	1.47334e-06
MF872125.1	1504	1202	10.6726	28.8874
KU559379.1	1666	1364	2.07846e-08	4.95759e-08
KU559377.1	1663	1361	0	0
KU559376.1	1633	1331	0	0
KU559375.1	1685	1383	0	0
KU559374.1	1613	1311	0	0
KU559373.1	1614	1312	0	0
KU559372.1	1633	1331	0	0
KU559371.1	1633	1331	0	0
KU559378.1	1731	1429	11.9973	27.3146
FR875362.2	1685	1383	0	0
FR875360.2	1685	1383	0	0
FR875359.2	1685	1383	0	0
FR875356.2	1693	1391	23.4625	54.8769
FR875355.2	1693	1391	23.4625	54.8769
FR875352.2	1670	1368	0	0
FR875335.2	1670	1368	0	0
FR875331.2	1670	1368	0	0
FR875314.2	1670	1368	0	0
FR875311.2	1670	1368	0	0
FR875308.2	1670	1368	0	0
JN121408.1	1452	1150	0	0
JN121407.1	1451	1149	0	0
JN121406.1	1452	1150	0	0
JN121405.1	1407	1105	0	0
JN121404.1	1452	1150	0	0
FR875361.1	795	493	5.91875	39.0594
FR875358.1	853	551	0	0
FR875357.1	516	214	65581.1	997029
FR875354.1	1451	1149	0	0
FR875353.1	1451	1149	0	0
FR875351.1	1452	1150	0	0
FR875350.1	1451	1149	0	0
FR875349.1	1451	1149	0	0
FR875348.1	1407	1105	0	0
FR875347.1	1451	1149	0	0
FR875346.1	1451	1149	0	0
FR875345.1	1451	1149	0	0
FR875344.1	1451	1149	0	0
FR875343.1	1451	1149	0	0
FR875342.1	1407	1105	0	0
FR875341.1	1451	1149	0	0
FR875340.1	1451	1149	0	0
FR875339.1	1408	1106	0	0
FR875338.1	1451	1149	0	0
FR875337.1	1451	1149	0	0
FR875336.1	1451	1149	0	0
FR875334.1	1449	1147	0	0
FR875333.1	1451	1149	0	0
FR875332.1	1451	1149	0	0
FR875330.1	1451	1149	0	0
FR875329.1	1451	1149	0	0
FR875328.1	1451	1149	0	0
FR875327.1	1408	1106	0	0
FR875326.1	1450	1148	0	0
FR875325.1	1450	1148	0	0
FR875324.1	1438	1136	0	0
FR875323.1	1450	1148	0	0
FR875322.1	1451	1149	0	0
FR875321.1	1451	1149	0	0
FR875320.1	1409	1107	0	0
FR875319.1	1451	1149	0	0
FR875318.1	1407	1105	0	0
FR875317.1	1451	1149	0	0
FR875316.1	1409	1107	0	0
FR875315.1	1451	1149	0	0
FR875313.1	1386	1084	0	0
FR875312.1	1302	1000	187.735	610.786
FR875310.1	1409	1107	0	0
FR875309.1	1409	1107	0	0
FR875307.1	1451	1149	0	0
FR875306.1	1451	1149	0	0
AB022105.1	1621	1319	0	0
MF134826.1	1054	752	24.0646	104.113
MF992087.1	514	212	0	0
HM581932.1	1089	787	6.05477	25.0303
FJ536742.1	993	691	53.7961	253.288
AB290459.1	1647	1345	0	0
AB290458.1	1635	1333	0	0
AB290457.1	1648	1346	0	0
AB290456.1	1677	1375	0	0
AB290455.1	1677	1375	0	0
AB290454.1	1644	1342	11.9509	28.9729
AB246795.1	1680	1378	0	0
AB246794.1	1680	1378	0	0
AB220158.1	1730	1428	2.62838	5.98828
AB095092.1	1719	1417	0	0
AF348522.1	1585	1283	1.22463	3.10542
EU728657.1	704	402	9.51008	76.9664
EU728656.1	704	402	9.51008	76.9664
