target_id	length	eff_length	est_counts	tpm
MF872149.1	1515	1095	0	0
MF872148.1	1617	1197	0	0
MF872147.1	1610	1190	1.1128	16.3266
MF872146.1	1610	1190	0	0
MF872145.1	1626	1206	0	0
MF872144.1	1637	1217	0.000110101	0.00157952
MF872143.1	1621	1201	0	0
MF872142.1	1635	1215	0.000216455	0.0031104
MF872141.1	1639	1219	5.60654e-05	0.000803001
MF872140.1	1643	1223	1.45863e-05	0.00020823
MF872139.1	1619	1199	0	0
MF872138.1	1628	1208	0	0
MF872137.1	1621	1201	0	0
MF872136.1	1633	1213	0	0
MF872135.1	1623	1203	0	0
MF872134.1	1551	1131	7.00854	108.191
MF872133.1	1504	1084	0	0
MF872132.1	1592	1172	40.0583	596.745
MF872131.1	1573	1153	0.00971379	0.14709
MF872130.1	1540	1120	35.013	545.802
MF872129.1	1553	1133	12.9045	198.855
MF872128.1	1397	977	1.2755	22.7935
MF872127.1	1584	1164	0.000196137	0.00294192
MF872126.1	1540	1120	0	0
MF872125.1	1504	1084	0	0
KU559379.1	1666	1246	0	0
KU559377.1	1663	1243	0	0
KU559376.1	1633	1213	0	0
KU559375.1	1685	1265	0	0
KU559374.1	1613	1193	3.83177	56.0767
KU559373.1	1614	1194	0	0
KU559372.1	1633	1213	0	0
KU559371.1	1633	1213	0	0
KU559378.1	1731	1311	3.15558	42.0243
FR875362.2	1685	1265	0	0
FR875360.2	1685	1265	0	0
FR875359.2	1685	1265	0	0
FR875356.2	1693	1273	0	0
FR875355.2	1693	1273	0	0
FR875352.2	1670	1250	0	0
FR875335.2	1670	1250	0	0
FR875331.2	1670	1250	0	0
FR875314.2	1670	1250	0	0
FR875311.2	1670	1250	0	0
FR875308.2	1670	1250	0	0
JN121408.1	1452	1032	0	0
JN121407.1	1451	1031	0	0
JN121406.1	1452	1032	0	0
JN121405.1	1407	987	0	0
JN121404.1	1452	1032	0	0
FR875361.1	795	375	0	0
FR875358.1	853	433	0	0
FR875357.1	516	96	152.904	27808.2
FR875354.1	1451	1031	0	0
FR875353.1	1451	1031	0	0
FR875351.1	1452	1032	0	0
FR875350.1	1451	1031	0	0
FR875349.1	1451	1031	0	0
FR875348.1	1407	987	0	0
FR875347.1	1451	1031	0	0
FR875346.1	1451	1031	0	0
FR875345.1	1451	1031	0	0
FR875344.1	1451	1031	0	0
FR875343.1	1451	1031	0	0
FR875342.1	1407	987	0	0
FR875341.1	1451	1031	0	0
FR875340.1	1451	1031	0	0
FR875339.1	1408	988	0	0
FR875338.1	1451	1031	0	0
FR875337.1	1451	1031	0	0
FR875336.1	1451	1031	0	0
FR875334.1	1449	1029	0	0
FR875333.1	1451	1031	0	0
FR875332.1	1451	1031	0	0
FR875330.1	1451	1031	0	0
FR875329.1	1451	1031	0	0
FR875328.1	1451	1031	0	0
FR875327.1	1408	988	0	0
FR875326.1	1450	1030	0	0
FR875325.1	1450	1030	0	0
FR875324.1	1438	1018	0	0
FR875323.1	1450	1030	0	0
FR875322.1	1451	1031	0	0
FR875321.1	1451	1031	0	0
FR875320.1	1409	989	0	0
FR875319.1	1451	1031	0	0
FR875318.1	1407	987	0	0
FR875317.1	1451	1031	0	0
FR875316.1	1409	989	0	0
FR875315.1	1451	1031	0	0
FR875313.1	1386	966	2.01875	36.4864
FR875312.1	1302	882	48999.5	969946
FR875310.1	1409	989	0	0
FR875309.1	1409	989	0	0
FR875307.1	1451	1031	0	0
FR875306.1	1451	1031	0	0
AB022105.1	1621	1201	0	0
MF134826.1	1054	634	16.0491	441.964
MF992087.1	514	94	0	0
HM581932.1	1089	669	0	0
FJ536742.1	993	573	3.08457	93.9864
AB290459.1	1647	1227	0	0
AB290458.1	1635	1215	0	0
AB290457.1	1648	1228	0	0
AB290456.1	1677	1257	0	0
AB290455.1	1677	1257	0	0
AB290454.1	1644	1224	6.03582	86.0953
AB246795.1	1680	1260	0	0
AB246794.1	1680	1260	0	0
AB220158.1	1730	1310	0	0
AB095092.1	1719	1299	0	0
AF348522.1	1585	1165	0	0
EU728657.1	704	284	0	0
EU728656.1	704	284	0	0
